"rowid","tweetid","retweetCount"
"1152","969980930227130368",1
"1153","969980917732331520",4
"1154","969980811931017219",6
"1155","969980799675232256",3
"1156","969980763943915520",0
"1157","969980742804672513",1
"1158","969980735292502017",1
"1159","969980723129036800",2
"1160","969980436922470400",5
"1161","969980330441666560",0
"1162","969980017647087616",9
"1163","969979968364015616",1
"1164","969979895437824000",0
"1165","969979713941798913",1
"1166","969979511025688576",6
"1167","969979493279559682",0
"1168","969979489181581312",0
"1169","969979375969062914",0
"1170","969979355173720071",1
"1171","969979349305888773",18
"1172","969979292473012225",1
"1173","969979269148377088",0
"1174","969979140882485248",0
"1175","969978903363227649",1
"1176","969978856844210177",1
"1177","969978848468226048",0
"1178","969978818931896321",1
"1179","969978781657157633",5
"1180","969978776422674432",1
"1181","969978613109010432",1
"1182","969978448797159425",4
"1183","969978412835135489",0
"1184","969978405826564099",1
"1185","969978280257507328",6
"1186","969978232270442499",0
"1187","969977983703375873",2
"1188","969977963654545408",0
"1189","969977811535650816",0
"1190","969977704274685952",8
"1191","969977579259224066",1
"1192","969977304314236928",0
"1193","969977300908498944",1
"1194","969977239810052097",10
"1195","969977178887720960",0
"1196","969977165113634817",0
"1197","969977093147779073",0
"1198","969977020099776512",1
"1199","969977010159308800",1
"1200","969976949463494657",1
"1201","969976740020973568",0
"1202","969976721532489728",0
"1203","969976712456036354",0
"1204","969976632839720960",2
"1205","969976609997578245",1
"1206","969976582549929985",0
"1207","969976523443851264",1
"1208","969976509376221184",19
"1209","969976419936763904",1
"1210","969976340219924480",2
"1211","969976311455342592",0
"1212","969976225476349953",8
"1213","969976190369804288",0
"1214","969976161207021568",0
"1215","969976054986215424",4
"1216","969975953945513984",1
"1217","969975841529782272",4
"1218","969975806721232896",3
"1219","969975802896044033",3
"1220","969975717789388801",3
"1221","969975712215126018",22
"1222","969975626798157825",0
"1223","969975600151711745",0
"1224","969975312074379264",0
"1225","969975273369276416",2
"1226","969975191140003840",1
"1227","969975149947650048",4
"1228","969975140485222400",0
"1229","969975130620342284",0
"1230","969975051834544128",0
"1231","969975024387088384",0
"1232","969975011317551104",20
"1233","969974909052112896",2
"1234","969974844820414465",0
"1235","969974818773917696",7
"1236","969974816773234689",0
"1237","969974671398457344",0
"1238","969974663030984705",2
"1239","969974643066064901",0
"1240","969974626485927938",1
"1241","969974604168159233",3
"1242","969974575432904704",0
"1243","969974244330364929",0
"1244","969974215775539206",0
"1245","969974201468833794",1
"1246","969974195345076224",0
"1247","969974131876823040",3
"1248","969974010455961602",0
"1249","969974003296362497",2
"1250","969973994295357440",0
"1251","969973871611928579",11
"1252","969973731434156034",0
"1253","969973702245920768",0
"1254","969973641357287424",0
"1255","969973602845122561",0
"1256","969973543076167680",0
"1257","969973516455030784",0
"1258","969973295671074817",20
"1259","969973250305482755",0
"1260","969973174677975041",1
"1261","969973141798834177",0
"1262","969973081283448833",0
"1263","969973003734806528",0
"1264","969972963767472128",0
"1265","969972777884233729",1
"1266","969972494974189568",14
"1267","969972350413352961",1
"1268","969972181420707841",19
"1269","969972154942083072",0
"1270","969972122163523584",2
"1271","969971952654929921",11
"1272","969971680301993984",3
"1273","969971545559969792",1
"1274","969971524819042306",5
"1275","969971508624928774",2
"1276","969971425208651776",0
"1277","969971293935325186",0
"1278","969971293885030400",0
"1279","969971291884171265",5
"1280","969971223940780032",1
"1281","969971212569989120",0
"1282","969971069552549888",2
"1283","969971019862732800",2
"1284","969971010643603458",6
"1285","969970692203610114",0
"1286","969970691230576640",3
"1287","969970666643496960",10
"1288","969970626080444416",2
"1289","969970270424518656",2
"1290","969970248677019655",1
"1291","969970162375057409",1
"1292","969970106137706497",2
"1293","969970081278111744",7
"1294","969970026781474816",1
"1295","969969883474743300",8
"1296","969969836771209216",4
"1297","969969811798274048",2
"1298","969969810749739008",12
"1299","969969809201991680",5
"1300","969969725584347136",1
"1301","969969652662124545",1
"1302","969969619145457670",0
"1303","969969551751380992",1
"1304","969969462370754560",0
"1305","969969400500670474",4
"1306","969969267490938882",0
"1307","969969248687869952",0
"1308","969969159294595075",9
"1309","969969118853189632",3
"1310","969969053510127616",0
"1311","969969048120373248",2
"1312","969968936174473216",5
"1313","969968802522943489",2
"1314","969968761372577793",0
"1315","969968643294425088",7
"1316","969968270832005120",8
"1317","969968197960110080",0
"1318","969968184945192960",4
"1319","969968071824826369",1
"1320","969967963838218240",9
"1321","969967880749056000",4
"1322","969967816563658752",29
"1323","969967539311792128",4
"1324","969967465349500929",2
"1325","969967464728711168",4
"1326","969967458781224962",2
"1327","969967396713893888",1
"1328","969967374685392896",1
"1329","969967329403723776",1
"1330","969967157869203456",1
"1331","969967151003111425",0
"1332","969967149367398400",0
"1333","969967135958208512",4
"1334","969967090563153920",2
"1335","969967016978403328",18
"1336","969966932135903232",7
"1337","969966917212516352",0
"1338","969966756616966145",3
"1339","969966713033953282",0
"1340","969966712262184960",0
"1341","969966703412203521",1
"1342","969966664992411648",3
"1343","969966553776214016",24
"1344","969966505961115648",1
"1345","969966356119674880",1
"1346","969966351740735488",0
"1347","969966088128745472",1
"1348","969965993358512131",2
"1349","969965889540915201",1
"1350","969965816954474498",6
"1351","969965773350494208",0
"1352","969965768388612097",1
"1353","969965648423026689",1
"1354","969965635760517120",0
"1355","969965633453539333",0
"1356","969965630009954304",1
"1357","969965620501663745",3
"1358","969965577027678210",1
"1359","969965546480525313",0
"1360","969965540247851008",1
"1361","969965518588391424",3
"1362","969965465828282369",0
"1363","969965388636282880",1
"1364","969965218796326912",0
"1365","969965184264626178",1
"1366","969965115696173056",1
"1367","969965060998287360",0
"1368","969965032023969792",0
"1369","969964945034170368",1
"1370","969964653135659009",1
"1371","969964577084575744",1
"1372","969964466350772225",1
"1373","969964465176408065",0
"1374","969964454921121792",3
"1375","969964335236812801",0
"1376","969964166252556289",0
"1377","969963984114855939",5
"1378","969963740497137664",0
"1379","969963614848278528",0
"1380","969963590055813120",3
"1381","969963543624896512",1
"1382","969963495499419648",4
"1383","969963416763936775",0
"1384","969963379149475841",0
"1385","969963345418731520",0
"1386","969963318025904135",16
"1387","969963261696372736",0
"1388","969963145438605313",4
"1389","969963144541024257",2
"1390","969963107404705795",1
"1391","969962954010644480",0
"1392","969962944263081985",5
"1393","969962904136114176",1
"1394","969962868488790017",1
"1395","969962867364646912",10
"1396","969962856472023040",1
"1397","969962750762942464",1
"1398","969962741770457089",4
"1399","969962607653408769",1
"1400","969962573335531521",0
"1401","969962561629286401",2
"1402","969962534823481344",3
"1403","969962510857195522",1
"1404","969962503697588224",2
"1405","969962440040513536",2
"1406","969962364031438849",2
"1407","969962294703738880",0
"1408","969962274482991104",0
"1409","969962268183203840",7
"1410","969962264102162432",9
"1411","969962252198662145",1
"1412","969962229071335430",1
"1413","969962225002860550",0
"1414","969962218421813248",1
"1415","969962122137522177",4
"1416","969962034136674305",0
"1417","969962026750631937",0
"1418","969961982047776775",22
"1419","969961873155207168",0
"1420","969961847796518912",0
"1421","969961806834872321",12
"1422","969961805358485508",2
"1423","969961768725438465",0
"1424","969961597719412736",0
"1425","969961410519322625",2
"1426","969961382635548672",0
"1427","969961379598864384",0
"1428","969961364658716677",11
"1429","969961178981191680",0
"1430","969961174010880000",1
"1431","969961151953096704",0
"1432","969961143644114946",5
"1433","969961066313801729",0
"1434","969960912173101056",0
"1435","969960873518395392",0
"1436","969960864668377088",3
"1437","969960766026797056",0
"1438","969960596505440256",2
"1439","969960487566921728",2
"1440","969960432311111680",4
"1441","969960304112226313",4
"1442","969960291449655296",1
"1443","969960196654198784",0
"1444","969960174575210496",4
"1445","969960131231436801",0
"1446","969959975098486785",3
"1447","969959971793395712",0
"1448","969959952147255297",18
"1449","969959944534577153",6
"1450","969959836338225152",2
"1451","969959827777773568",1
"1452","969959808215461888",1
"1453","969959580473184256",0
"1454","969959426579947520",0
"1455","969959402198401027",3
"1456","969959363300544512",1
"1457","969959224754212864",3
"1458","969959089735430144",1
"1459","969959063898468353",1
"1460","969959056407277568",1
"1461","969959003567554561",1
"1462","969958953089200128",13
"1463","969958821450969088",0
"1464","969958687371653122",1
"1465","969958661522108416",1
"1466","969958604991115264",0
"1467","969958592135749633",3
"1468","969958383880212480",2
"1469","969958253911269377",0
"1470","969958191902740480",4
"1471","969958145174003712",19
"1472","969958080099307520",1
"1473","969958075464429568",6
"1474","969957872544178179",5
"1475","969957866684715008",0
"1476","969957862993690624",1
"1477","969957748459888640",18
"1478","969957739521871875",1
"1479","969957725689057282",0
"1480","969957697801150464",0
"1481","969957630717415424",0
"1482","969957599906017282",5
"1483","969957537838764035",1
"1484","969957511867650049",0
"1485","969957326307303424",0
"1486","969957094089637890",1
"1487","969957053438545921",14
"1488","969956937746952192",0
"1489","969956715784482817",1
"1490","969956481545244673",0
"1491","969956400586723328",5
"1492","969956202053595139",6
"1493","969956184299048960",1
"1494","969956164288090112",0
"1495","969956111410434050",0
"1496","969956093823737862",1
"1497","969956086781530113",10
"1498","969956042850349056",14
"1499","969955883080962048",8
"1500","969955873643749376",2
"1501","969955869420085254",0
"1502","969955860280639491",0
"1503","969955858082824192",3
"1504","969955829578457088",0
"1505","969955769423712257",1
"1506","969955556340453377",4
"1507","969955480381640704",0
"1508","969955271840759810",18
"1509","969955142723289088",0
"1510","969954969976803329",0
"1511","969954825256472576",3
"1512","969954682830548992",3
"1513","969954602429927427",1
"1514","969954590388051968",1
"1515","969954485392084992",3
"1516","969954469139156993",1
"1517","969954409529556992",1
"1518","969954409450000385",6
"1519","969954400293634049",24
"1520","969954358145232900",0
"1521","969954350155083776",0
"1522","969954299471069186",8
"1523","969954298879672320",6
"1524","969954232030855168",4
"1525","969954048584634368",4
"1526","969953887473061888",2
"1527","969953738831089664",2
"1528","969953732095107073",6
"1529","969953675492970501",0
"1530","969953653825114113",0
"1531","969953607620677632",12
"1532","969953576511528961",10
"1533","969953379899363329",3
"1534","969953316963868672",1
"1535","969953248089182208",7
"1536","969953233333563393",0
"1537","969953176312008704",1
"1538","969953065175605248",4
"1539","969953042194976768",2
"1540","969952936414629888",1
"1541","969952886078795776",0
"1542","969952867456114689",1
"1543","969952846576799745",4
"1544","969952839681433601",4
"1545","969952771783954432",5
"1546","969952745187893248",0
"1547","969952719682330624",6
"1548","969952631438430208",0
"1549","969952617395826688",2
"1550","969952537683087363",0
"1551","969952530301181953",1
"1552","969952500701941760",2
"1553","969952462445703168",0
"1554","969952343440674816",0
"1555","969952310049812480",5
"1556","969952286049996803",2
"1557","969952273425141760",0
"1558","969952247730851840",1
"1559","969952151970680832",0
"1560","969952067488972802",16
"1561","969952034043650051",29
"1562","969952006973657089",8
"1563","969951773740843009",0
"1564","969951745525862400",9
"1565","969951716622962689",10
"1566","969951631851835392",12
"1567","969951558426390528",2
"1568","969951303748157441",0
"1569","969951273050132480",11
"1570","969951208210182144",11
"1571","969951063498461186",4
"1572","969950997702479875",2
"1573","969950961346203649",1
"1574","969950940307578880",3
"1575","969950893314641921",10
"1576","969950812603666433",5
"1577","969950708555542529",2
"1578","969950702737993728",6
"1579","969950700406009858",22
"1580","969950684463419397",6
"1581","969950678943780864",0
"1582","969950645917814785",12
"1583","969950544801533952",1
"1584","969950536081358848",10
"1585","969950534571405312",5
"1586","969950531979395075",16
"1587","969950530960273409",13
"1588","969950529366515714",6
"1589","969950529043476482",4
"1590","969950292690325505",0
"1591","969950260658360320",7
"1592","969950245990862848",0
"1593","969950225296187393",0
"1594","969950213891854336",5
"1595","969950013228044288",1
"1596","969950009574789121",0
"1597","969949608632778753",4
"1598","969949488772153344",9
"1599","969949302276673538",9
"1600","969949297927221248",7
"1601","969949217044254721",2
"1602","969949014060826625",3
"1603","969949004128714752",0
"1604","969948829683408896",1
"1605","969948822809010176",4
"1606","969948759139418116",2
"1607","969948688675110912",0
"1608","969948372173049856",4
"1609","969948340246007812",7
"1610","969948311716335616",3
"1611","969948309761744896",4
"1612","969948236067819520",9
"1613","969948110800777216",6
"1614","969947986053816321",0
"1615","969947915157467137",1
"1616","969947853689950208",0
"1617","969947805426044929",2
"1618","969947787851960326",2
"1619","969947752149942273",1
"1620","969947736924676096",2
"1621","969947492862349317",5
"1622","969947391280517122",0
"1623","969947246602211328",7
"1624","969947202729717760",1
"1625","969947094806130690",2
"1626","969947088460173312",0
"1627","969947055119454208",30
"1628","969946909426274305",0
"1629","969946727406080000",2
"1630","969946725300482054",1
"1631","969946613291601921",4
"1632","969946540340137985",0
"1633","969946503987986433",3
"1634","969946499110129665",0
"1635","969946413282086912",10
"1636","969946319182843904",3
"1637","969946239419736064",3
"1638","969946210252611584",1
"1639","969946162965950466",0
"1640","969946154422145024",2
"1641","969945778184687617",5
"1642","969945329167732736",0
"1643","969945191678345216",5
"1644","969945172049121282",1
"1645","969945143859085312",2
"1646","969945059071180800",1
"1647","969944852480905216",0
"1648","969944583831302144",0
"1649","969944570619465728",10
"1650","969944235989446656",6
"1651","969944223888957440",1
"1652","969944155009974272",3
"1653","969944150404628480",1
"1654","969944065709092865",0
"1655","969944034054692866",0
"1656","969943938319740928",3
"1657","969943733386006529",5
"1658","969943666260312067",0
"1659","969943623767904256",19
"1660","969943549075738624",0
"1661","969943487331340289",0
"1662","969943478074593281",8
"1663","969943457254072320",0
"1664","969943335778516993",3
"1665","969943311292170241",41
"1666","969943268497772544",9
"1667","969943201925750786",0
"1668","969943134204346374",0
"1669","969943094203420673",3
"1670","969943080978796545",3
"1671","969943018022297600",1
"1672","969942979468181504",2
"1673","969942973088714752",4
"1674","969942963110342656",1
"1675","969942927299563520",2
"1676","969942634595803137",6
"1677","969942615146881024",2
"1678","969942554086182912",3
"1679","969942506325594112",3
"1680","969942241950208000",0
"1681","969942127009521664",0
"1682","969942012303560704",2
"1683","969941873740734464",0
"1684","969941816773521413",1
"1685","969941710347251712",1
"1686","969941697110200322",6
"1687","969941601505046530",1
"1688","969941515119353858",2
"1689","969941343823941633",0
"1690","969941287653838848",11
"1691","969941222155542528",0
"1692","969941066223931392",4
"1693","969940878436560896",0
"1694","969940877371232257",16
"1695","969940856915578882",4
"1696","969940781204156417",0
"1697","969940729924673536",1
"1698","969940712212107265",10
"1699","969940647087099905",2
"1700","969940617542455296",0
"1701","969940614379982849",0
"1702","969940611842355200",2
"1703","969940540312772608",0
"1704","969940502631124992",0
"1705","969940341536317440",2
"1706","969940245998460928",2
"1707","969940206001508352",0
"1708","969940079719395328",3
"1709","969940004691759105",0
"1710","969939955719032832",4
"1711","969939923360014336",3
"1712","969939563341926403",4
"1713","969939489266249728",21
"1714","969939258738954241",0
"1715","969938833000288257",0
"1716","969938765971099648",0
"1717","969938629756932096",3
"1718","969938601738895360",0
"1719","969938522307166208",0
"1720","969938479151972353",0
"1721","969938430342914048",8
"1722","969938329499328513",8
"1723","969938164231045125",0
"1724","969938107121520642",0
"1725","969938042331987969",1
"1726","969938030109831168",2
"1727","969937990683373568",4
"1728","969937941421281280",1
"1729","969937941366624256",10
"1730","969937905195077632",0
"1731","969937903240581120",0
"1732","969937749540208640",1
"1733","969937716996722689",1
"1734","969937625657298946",1
"1735","969937622427725824",0
"1736","969937442605289473",0
"1737","969937401098498049",0
"1738","969937348543811584",1
"1739","969937343032459264",0
"1740","969937341241593856",12
"1741","969937198480060417",0
"1742","969937193744691206",3
"1743","969936828118781953",4
"1744","969936795399086080",1
"1745","969936683348054016",2
"1746","969936572429856768",2
"1747","969936498823966721",0
"1748","969936314144616453",0
"1749","969935937223512064",4
"1750","969935928776183809",11
"1751","969935823968919552",4
"1752","969935749268328449",0
"1753","969935726413430784",0
"1754","969935589016514561",4
"1755","969935510591410176",1
"1756","969935475803918337",19
"1757","969935466941202435",0
"1758","969935446972289024",9
"1759","969935442949926913",0
"1760","969935442920423424",17
"1761","969935427472908289",1
"1762","969935239601709056",1
"1763","969935216474116096",2
"1764","969934977298321408",1
"1765","969934900399890432",6
"1766","969934783005552641",0
"1767","969934543305297920",2
"1768","969934436434432001",0
"1769","969934421385187328",17
"1770","969934365785559040",1
"1771","969933991431360513",0
"1772","969933948750106624",3
"1773","969933946279550978",1
"1774","969933909566918656",0
"1775","969933872279539713",0
"1776","969933868647305217",3
"1777","969933709611806720",6
"1778","969933200721088512",2
"1779","969933046102179841",0
"1780","969932949729808386",0
"1781","969932931924885509",2
"1782","969932858981847040",0
"1783","969932803046563841",0
"1784","969932704702754818",1
"1785","969932641410650112",6
"1786","969932606052724736",3
"1787","969932589187436544",0
"1788","969932342256074753",4
"1789","969932336384172032",1
"1790","969932288095113217",0
"1791","969932220931682306",2
"1792","969932207530881024",1
"1793","969932173221474304",1
"1794","969932127709122560",0
"1795","969931909064286208",6
"1796","969931649919041536",3
"1797","969931607594455040",2
"1798","969931600719949825",0
"1799","969931564183416833",2
"1800","969931486098059264",3
"1801","969931449477615616",6
"1802","969931142714613761",3
"1803","969930965249347584",0
"1804","969930936807772162",3
"1805","969930742393393153",1
"1806","969930725796515840",3
"1807","969930418882514944",2
"1808","969930356446105600",3
"1809","969930222282911744",0
"1810","969930188539777024",3
"1811","969930117094010881",3
"1812","969930113054859264",129
"1813","969929780786335745",0
"1814","969929594089418752",5
"1815","969929589362487302",3
"1816","969929395858231296",5
"1817","969929334763991041",3
"1818","969929257643163648",1
"1819","969929174155702272",4
"1820","969929093201489921",4
"1821","969928908291362817",0
"1822","969928698773286912",8
"1823","969928581836083201",4
"1824","969928397274173440",13
"1825","969928388390588417",5
"1826","969928318014369792",1
"1827","969928201513390081",0
"1828","969928192495636480",4
"1829","969928059225821184",0
"1830","969927977000718336",2
"1831","969927962006114304",0
"1832","969927921535275008",2
"1833","969927876970799104",0
"1834","969927837749776385",0
"1835","969927767004467200",6
"1836","969927625195118593",0
"1837","969927546849644544",5
"1838","969927149766545408",0
"1839","969926868500668416",0
"1840","969926852893700097",0
"1841","969926766046392320",0
"1842","969926755749388288",1
"1843","969926733724975104",4
"1844","969926639546175492",3
"1845","969926538551537664",1
"1846","969926504024068097",0
"1847","969926340592963586",0
"1848","969925920051073025",0
"1849","969925655126212611",0
"1850","969925371767480320",1
"1851","969925073569308672",4
"1852","969924927703932928",4
"1853","969924910415007746",0
"1854","969924525851926528",3
"1855","969924449276497920",0
"1856","969924200747200513",1
"1857","969924162927112192",0
"1858","969924054747615232",1
"1859","969923830784311297",5
"1860","969923813747183622",0
"1861","969923595840389120",0
"1862","969923554656509952",1
"1863","969923173310332928",7
"1864","969923094998548481",0
"1865","969923051444989952",0
"1866","969922578080043011",5
"1867","969922510849560576",0
"1868","969922504616828929",0
"1869","969922474027683840",8
"1870","969922460689797120",0
"1871","969922316196073473",0
"1872","969922220414914560",0
"1873","969922129998352384",0
"1874","969922122477920256",43
"1875","969922096464789504",11
"1876","969921981553528833",1
"1877","969921943846649856",1
"1878","969921843061805056",0
"1879","969921760236916736",18
"1880","969921759133741057",49
"1881","969921722857263104",11
"1882","969921586160652288",0
"1883","969921585619591168",11
"1884","969921489247105025",3
"1885","969921448528826368",2
"1886","969921372716720128",0
"1887","969921291368181760",0
"1888","969921251258126337",6
"1889","969921031489060866",1
"1890","969920788466937857",5
"1891","969920788458504193",0
"1892","969920669357133825",7
"1893","969920588176351233",2
"1894","969920550180216833",0
"1895","969920500993609728",3
"1896","969920472879173633",1
"1897","969920359456759810",0
"1898","969920337428201473",4
"1899","969920334920126466",2
"1900","969920332856545281",26
"1901","969920330906193920",50
"1902","969920247946936321",6
"1903","969919944841449473",2
"1904","969919893276626944",0
"1905","969919674342309888",0
"1906","969919655157686274",12
"1907","969919618528808963",3
"1908","969919598219886592",14
"1909","969919578104004608",1
"1910","969919558860640257",4
"1911","969919524521824257",3
"1912","969919477730160643",5
"1913","969919446042243077",0
"1914","969919347245404160",4
"1915","969919326361923584",0
"1916","969919277653520385",9
"1917","969919270531555328",8
"1918","969919183688491008",6
"1919","969919067460120576",2
"1920","969919051756658688",1
"1921","969918970395615232",0
"1922","969918908110077959",1
"1923","969918864652894208",2
"1924","969918614714355712",0
"1925","969918358119436288",1
"1926","969918311877156864",3
"1927","969918145875070977",1
"1928","969917955176878080",3
"1929","969917953100648448",2
"1930","969917951058038785",76
"1931","969917916765458432",0
"1932","969917823907782657",3
"1933","969917811677069312",0
"1934","969917754982707200",0
"1935","969917535087980544",0
"1936","969917496869425152",7
"1937","969917461452738560",0
"1938","969917438933585920",18
"1939","969917336424734720",11
"1940","969917249145524224",3
"1941","969917193524785152",2
"1942","969917173387939841",0
"1943","969917043087761408",0
"1944","969916967816744960",2
"1945","969916943565287424",0
"1946","969916917673877504",2
"1947","969916899554455552",4
"1948","969916815542546432",2
"1949","969916368069029888",3
"1950","969916221150949376",2
"1951","969915889876455429",6
"1952","969915886105710592",0
"1953","969915694484770816",6
"1954","969915642781544448",0
"1955","969915356843266048",2
"1956","969915208188735488",2
"1957","969915198915203072",1
"1958","969915157072801792",6
"1959","969914893313945600",5
"1960","969914879703429125",5
"1961","969914709653839872",1
"1962","969914345940553730",0
"1963","969914322100019208",1
"1964","969914060706902017",0
"1965","969914029870338049",6
"1966","969913943614509056",3
"1967","969913931270672386",0
"1968","969913649631563777",0
"1969","969913477891526656",0
"1970","969913445264052224",0
"1971","969913346035105792",3
"1972","969913319405563904",2
"1973","969913256495276032",1
"1974","969913229165187072",0
"1975","969913095601709057",1
"1976","969913034754940928",0
"1977","969913019957415936",2
"1978","969912944237711360",11
"1979","969912926659338240",0
"1980","969912713492221952",7
"1981","969912442074599426",0
"1982","969912335040176129",2
"1983","969912320590860288",2
"1984","969911940939165696",4
"1985","969911856948277249",0
"1986","969911835871842304",2
"1987","969911801168257024",2
"1988","969911730552832000",48
"1989","969911614060290049",1
"1990","969911559781838848",21
"1991","969911424892981248",1
"1992","969911181203922950",18
"1993","969911090745356288",1
"1994","969910668991320064",6
"1995","969910258473857024",3
"1996","969910041418567681",1
"1997","969909761788530689",3
"1998","969909638069211136",5
"1999","969909588521865216",1
"2000","969909560545816576",3
"2001","969909507643052032",2
"2002","969909485291606016",3
"2003","969909356534919168",9
"2004","969909128406749186",0
"2005","969908661622583296",0
"2006","969908523994927106",8
"2007","969908502670884864",0
"2008","969908389466787845",0
"2009","969908244482228224",4
"2010","969908214216060928",0
"2011","969908149061914624",1
"2012","969907970694725632",4
"2013","969907742600081408",0
"2014","969907598488231936",0
"2015","969907556935196672",6
"2016","969907515084460032",4
"2017","969907368841576448",23
"2018","969907114012536832",0
"2019","969907102662713344",2
"2020","969906957581680641",0
"2021","969906713053859840",7
"2022","969906612717617153",23
"2023","969906247922257922",4
"2024","969906096637923330",0
"2025","969906034251886592",1
"2026","969905667082506241",5
"2027","969905621247119360",2
"2028","969905606529253377",1
"2029","969905492247105542",2
"2030","969905436576055296",2
"2031","969905344498556928",2
"2032","969905308079403009",1
"2033","969905289578405888",3
"2034","969905230031695873",7
"2035","969904949562953733",0
"2036","969904851374280705",3
"2037","969904763096719360",42
"2038","969904641365377024",4
"2039","969904314876616705",0
"2040","969904046143344640",4
"2041","969903989948067841",9
"2042","969903934058921984",2
"2043","969903891981611010",3
"2044","969903634573070337",0
"2045","969903295392374784",0
"2046","969902883176140800",3
"2047","969902846975139840",4
"2048","969902673112772608",3
"2049","969902209877139456",1
"2050","969902106856640521",7
"2051","969901973603569665",6
"2052","969901850974711808",9
"2053","969901830108000258",5
"2054","969901743260790786",9
"2055","969901521956634625",6
"2056","969901497285861377",0
"2057","969901484589633537",5
"2058","969901316687454208",0
"2059","969901205672660993",1
"2060","969901203172847617",0
"2061","969901152950280192",4
"2062","969900909106008069",9
"2063","969900775987130368",5
"2064","969900658622193664",0
"2065","969900608223367168",0
"2066","969900560546754565",17
"2067","969900190210691073",1
"2068","969899994311528448",8
"2069","969899937784885248",8
"2070","969899836588871680",4
"2071","969899817810972672",0
"2072","969899762454597632",0
"2073","969899716333985792",7
"2074","969899579981336577",7
"2075","969899456660496384",0
"2076","969899443221876738",2
"2077","969899072726425601",7
"2078","969898965582958592",5
"2079","969898627106828289",2
"2080","969898182611296256",0
"2081","969897920039440384",4
"2082","969897763600240640",2
"2083","969897757052932096",0
"2084","969897753538154497",0
"2085","969897677948407809",16
"2086","969897674500657152",8
"2087","969897667143888898",1
"2088","969897639729942528",0
"2089","969897573031993344",2
"2090","969897474067492866",2
"2091","969897330446086144",0
"2092","969897130709209089",1
"2093","969896900672544768",6
"2094","969896834721345537",6
"2095","969896729981091841",6
"2096","969896681885110272",8
"2097","969896539287117825",5
"2098","969896217881796608",0
"2099","969896118237782017",1
"2100","969896038906515457",8
"2101","969895149848481792",3
"2102","969894855529857024",0
"2103","969894718707568641",0
"2104","969894683987075072",1
"2105","969894657252626432",3
"2106","969894332546379776",3
"2107","969894302070575105",17
"2108","969894217228193792",1
"2109","969894114014695431",0
"2110","969893957139353600",4
"2111","969893839677853696",8
"2112","969893718609326081",8
"2113","969893672044126208",4
"2114","969893585280753664",6
"2115","969893409539411968",49
"2116","969893272884858880",5
"2117","969893054902652928",0
"2118","969892933955616769",9
"2119","969892818805288961",6
"2120","969892522683256832",2
"2121","969892227404255232",1
"2122","969892225122435072",9
"2123","969892145091039233",0
"2124","969892139487416320",0
"2125","969891878857531392",4
"2126","969891587596709890",5
"2127","969891426925531136",8
"2128","969891421070249989",7
"2129","969890972669808640",4
"2130","969890886699057153",2
"2131","969890788921442304",1
"2132","969890780947955712",0
"2133","969890639046377472",20
"2134","969890371277860864",1
"2135","969890340730757121",2
"2136","969890307235024896",2
"2137","969890223168647168",3
"2138","969890215530770432",0
"2139","969890191480680448",5
"2140","969889800064036864",0
"2141","969889775590223872",1
"2142","969889704505217024",1
"2143","969889583642001408",3
"2144","969889429283311616",0
"2145","969889011639767040",3
"2146","969888714963927040",1
"2147","969888666754666497",0
"2148","969888454766145536",5
"2149","969888192051728384",0
"2150","969887917161304064",1
"2151","969887656632078336",2
"2152","969887621613850624",3
"2153","969887609282531329",15
"2154","969887507855835136",0
"2155","969887227105955840",5
"2156","969887184542199809",4
"2157","969887166355689472",4
"2158","969887139222736896",4
"2159","969887093085306880",1
"2160","969886699110137856",4
"2161","969886589550809088",0
"2162","969886567618658304",2
"2163","969886547020582912",4
"2164","969886300634533888",1
"2165","969886180496916480",3
"2166","969885926179725314",3
"2167","969885915966455808",0
"2168","969885840985001984",0
"2169","969885806461677568",0
"2170","969885776304574464",1
"2171","969885663653871616",0
"2172","969885576060129285",0
"2173","969885392395583489",0
"2174","969885241551794176",14
"2175","969884811979616256",3
"2176","969884677606604800",4
"2177","969884435171758080",0
"2178","969884434441822209",2
"2179","969884360253100032",2
"2180","969884303831306240",3
"2181","969884252308410368",1
"2182","969884213326548992",5
"2183","969883908073455617",6
"2184","969883812049154048",3
"2185","969883681149128705",0
"2186","969883410683613185",1
"2187","969883180953153537",0
"2188","969882978548699136",18
"2189","969882795559522304",1
"2190","969882673840906240",0
"2191","969882614357200896",3
"2192","969882596023947264",6
"2193","969882577464184834",1
"2194","969882488637140993",7
"2195","969881739115057153",2
"2196","969881041761701888",1
"2197","969880696880852992",9
"2198","969880695610003461",0
"2199","969880579910062081",0
"2200","969880563644497921",24
"2201","969880457641955328",0
"2202","969880441854476288",1
"2203","969880276506677248",2
"2204","969880215932620800",0
"2205","969880113214033920",14
"2206","969880083153473537",5
"2207","969880081559703552",5
"2208","969879829049958400",0
"2209","969879781239029760",55
"2210","969879662741671936",2
"2211","969879635260395520",0
"2212","969879413188829184",0
"2213","969879386727034880",3
"2214","969879250726785025",1
"2215","969879011152318464",3
"2216","969878834756702208",1
"2217","969878802372308992",0
"2218","969878635296559104",2
"2219","969878551045525504",0
"2220","969878500797812736",5
"2221","969878483412271104",0
"2222","969878349379235841",12
"2223","969878250737557504",6
"2224","969878048903483393",4
"2225","969877966632181760",1
"2226","969877947933962241",0
