"rowid","tweetid","retweetCount"
"3302","969544577844641793",15
"3303","969544369559752705",3
"3304","969542834109009920",5
"3305","969541038791712771",0
"3306","969539563675901952",9
"3307","969537288974864384",0
"3308","969536030784348160",0
"3309","969535815058632704",0
"3310","969535572145565697",1
"3311","969535109333442560",0
"3312","969534911349698560",0
"3313","969534795557560320",13
"3314","969534649440657408",0
"3315","969534543970660352",7
"3316","969534405491544064",13
"3317","969534375758049282",5
"3318","969533404210483200",0
"3319","969532772573380608",0
"3320","969532490108063745",3
"3321","969528803071528960",11
"3322","969527790008786944",0
"3323","969527744836112387",9
"3324","969527343034372096",24
"3325","969527018923552769",0
"3326","969526910991720448",0
"3327","969526431276560384",4
"3328","969525980422463489",7
"3329","969525163812298754",3
"3330","969523572539473920",4
"3331","969523332923166720",6
"3332","969523029704310789",0
"3333","969522733179658240",7
"3334","969520700527702016",12
"3335","969519689926922240",5
"3336","969518134880292864",6
"3337","969517611565420545",8
"3338","969516880217112576",7
"3339","969514860437475328",1
"3340","969512687871905792",0
"3341","969511622120058880",1
"3342","969510870006009856",0
"3343","969508022686048256",6
"3344","969507295225724929",18
"3345","969505872467714054",0
"3346","969505430434123776",1
"3347","969504019118002176",0
"3348","969501846300692480",0
"3349","969501749101973504",0
"3350","969500902737530880",9
"3351","969499221660495874",0
"3352","969497174215135233",0
"3353","969495764165693440",0
"3354","969494621217804288",0
"3355","969494420897837057",4
"3356","969493773297299456",4
"3357","969493152628293632",4
"3358","969492223996907521",8
"3359","969491208480477184",3
"3360","969490902648524801",0
"3361","969488795761561600",1
"3362","969487888411975680",0
"3363","969487805138190336",4
"3364","969486970996092928",1
"3365","969485641678548992",0
"3366","969485138525536257",5
"3367","969484960137711618",1
"3368","969483801498800133",2
"3369","969483152111652865",1
"3370","969482563814412288",1
"3371","969481668720451584",1
"3372","969481153198649344",11
"3373","969480528490614784",2
"3374","969479799042437120",0
"3375","969479026296401920",0
"3376","969478422585102337",1
"3377","969471890858430464",0
"3378","969469974350827520",2
"3379","969448765865299968",0
"3380","969442503798804480",0
"3381","969438250224910336",0
"3382","969438195501776896",0
"3383","969436970601529344",0
"3384","969435693779955712",0
"3385","969434529592209408",0
"3386","969422157016109056",2
"3387","969420900373209088",3
"3388","969415511787229184",1
"3389","969414379392286721",1
"3390","969413766730235904",2
"3391","969404376304435200",0
"3392","969403283642003456",0
"3393","969400905001914374",0
"3394","969399618881687552",0
"3395","969399432922923008",4
"3396","969399351213805568",8
"3397","969399021822332928",3
"3398","969392099773829121",8
"3399","969389750086901760",0
"3400","969387313942769664",0
"3401","969386038471704576",0
"3402","969382730977837056",7
"3403","969381695605518337",0
"3404","969381130787946497",0
"3405","969380910876409856",1
"3406","969380605975674880",0
"3407","969380145646596096",0
"3408","969379463959011328",1
"3409","969379120600645632",5
"3410","969378941138976768",0
"3411","969378803926683648",5
"3412","969377973504696320",1
"3413","969377270182772737",2
"3414","969376986970902528",7
"3415","969376932096888832",9
"3416","969376092829069312",0
"3417","969374902540148736",11
"3418","969373721247997952",0
"3419","969371383745531904",0
"3420","969371144133402624",0
"3421","969369403606360064",3
"3422","969368530687676416",5
"3423","969366378321817600",3
"3424","969365944731557888",5
"3425","969365797276545024",7
"3426","969365232500879360",2
"3427","969364868741541888",0
"3428","969364464406446081",4
"3429","969361892387860480",0
"3430","969358351187566595",4
"3431","969357378788487169",1
"3432","969357025636478976",3
"3433","969354858116481024",2
"3434","969354248394698752",1
"3435","969350445884944385",6
"3436","969349342237634560",0
"3437","969346880961302528",0
"3438","969346392341725185",0
"3439","969345659290570752",8
"3440","969342689056624641",0
"3441","969341063197466624",10
"3442","969340264316796931",1
"3443","969339800569499648",7
"3444","969337012074446848",3
"3445","969336728623439872",1
"3446","969336494077849600",0
"3447","969336048181489665",0
"3448","969335498257977344",2
"3449","969333309812740097",0
"3450","969332131364208640",0
"3451","969332036279459840",0
"3452","969331284202827776",0
"3453","969330979058876417",5
"3454","969330427675709440",1
"3455","969327758760390658",1
"3456","969324147137421312",1
"3457","969320567793954816",3
"3458","969318518587056133",24
"3459","969318493488340992",20
"3460","969318302227951616",8
"3461","969316611705442304",2
"3462","969313521073782784",3
"3463","969313248704000001",3
"3464","969312951114125312",3
"3465","969312576919212033",4
"3466","969311895831306240",5
"3467","969307818472935427",1
"3468","969305525933527041",0
"3469","969304647608537089",2
"3470","969301800854704129",11
"3471","969298923360833536",1
"3472","969295713841623040",2
"3473","969295579636555776",2
"3474","969290751338254336",4
"3475","969289951593582592",0
"3476","969286881966948352",0
"3477","969286803353210881",1
"3478","969286511429550081",1
"3479","969284518451523585",25
"3480","969282518389350401",4
"3481","969279361449947137",0
"3482","969279358656499712",4
"3483","969276621114019841",1
"3484","969275210661814272",4
"3485","969273943491096576",0
"3486","969271344922755072",2
"3487","969269536846499843",2
"3488","969265241316978688",5
"3489","969263507152699393",0
"3490","969262760499478528",5
"3491","969259822326669316",6
"3492","969259404662108160",4
"3493","969250877340114945",9
"3494","969250603544100865",3
"3495","969250140560207873",0
"3496","969248404051292164",0
"3497","969248111741808642",3
"3498","969246718276571137",0
"3499","969244755623333888",5
"3500","969244120127504386",5
"3501","969243112949342208",5
"3502","969242839862403073",3
"3503","969241119237210113",0
"3504","969241037385469952",7
"3505","969235253096321025",0
"3506","969235150860152833",25
"3507","969234957888573440",0
"3508","969234839114313729",2
"3509","969231790698385409",3
"3510","969230143758721024",1
"3511","969230117036806144",3
"3512","969228290534895617",8
"3513","969227204973428736",2
"3514","969226115880509440",0
"3515","969225758202912768",1
"3516","969225441163857920",0
"3517","969224738089422848",13
"3518","969224347104706560",0
"3519","969224068519088129",0
"3520","969218225593618432",3
"3521","969215528748404736",1
"3522","969214716076806144",8
"3523","969214184331399170",0
"3524","969211326680784896",1
"3525","969210549669163008",2
"3526","969210244609073154",0
"3527","969205647140118528",3
"3528","969205219400790017",7
"3529","969203165219508224",2
"3530","969203105710538752",22
"3531","969202651425583104",3
"3532","969202574665617408",3
"3533","969202248424284160",15
"3534","969197562887536640",1
"3535","969195739904659456",11
"3536","969194090775670784",5
"3537","969191262074101760",16
"3538","969190652771753984",0
"3539","969190320415166464",0
"3540","969189482955198464",13
"3541","969185562790948864",2
"3542","969182533727457282",1
"3543","969182318161260545",12
"3544","969181197346705408",46
"3545","969179739847000064",10
"3546","969174159057211392",1
"3547","969173554745901057",0
"3548","969171507309043712",0
"3549","969168769762447360",6
"3550","969163919423098880",0
"3551","969162833589166085",0
"3552","969160640421122048",5
"3553","969159718169206784",5
"3554","969159578058477568",9
"3555","969155314955313152",1
"3556","969155037791481856",0
"3557","969154460982194176",0
"3558","969151891312660480",32
"3559","969145891062984704",4
"3560","969143778413109248",1
"3561","969141184902942721",16
"3562","969139597023305729",11
"3563","969130821268463616",5
"3564","969125119955210240",0
"3565","969110602290475008",0
"3566","969107406788554752",0
"3567","969107287783628800",0
"3568","969075341712154624",8
"3569","969074199829479424",0
"3570","969056117555949568",0
"3571","969044555478704128",0
"3572","969041172608856064",12
"3573","969026283274493952",0
"3574","969025337404411904",2
"3575","969022449957269505",0
"3576","969016386315055104",15
"3577","969014743657676800",4
"3578","969013276133781504",0
"3579","969009629064781824",3
"3580","969004950385815553",8
"3581","969001030460563456",1
"3582","969000290434371585",4
"3583","968997138276470784",0
"3584","968993811744600066",2
"3585","968989142817402881",0
"3586","968985196262502400",3
"3587","968978684194377728",3
"3588","968978655102857216",5
"3589","968978602632011776",4
"3590","968976466175082496",2
"3591","968976446726311937",0
"3592","968975848886951936",0
"3593","968975398175494144",2
"3594","968973417478217728",3
"3595","968973319109206016",2
"3596","968972234554568709",6
"3597","968968370271014920",0
"3598","968963657802625026",2
"3599","968959580901466113",1
"3600","968954766658342914",0
"3601","968951984886775808",1
"3602","968951176661172225",3
"3603","968945875098550272",5
"3604","968944662944739330",3
"3605","968943811589111808",8
"3606","968932817085267968",1
"3607","968931389818089472",0
"3608","968931378212450305",0
"3609","968931370121637888",0
"3610","968931365944086528",0
"3611","968928228848128000",3
"3612","968925175013150722",4
"3613","968922029289287681",0
"3614","968920408471883776",0
"3615","968919953817600001",4
"3616","968917329605087232",0
"3617","968914391071535104",1
"3618","968913724135366656",13
"3619","968913177604968448",0
"3620","968912386685067265",6
"3621","968912159156654080",6
"3622","968911304328142849",0
"3623","968910641535881216",0
"3624","968910430310682624",4
"3625","968910062524747776",6
"3626","968904115970564097",8
"3627","968903681902043136",5
"3628","968899556695068674",0
"3629","968895421291511809",0
"3630","968894322094592000",0
"3631","968893851380396033",7
"3632","968893099987619840",16
"3633","968890126611992583",11
"3634","968889923410563072",6
"3635","968889327030865920",5
"3636","968888631422341120",0
"3637","968888516427034625",9
"3638","968888086745710594",4
"3639","968887564353630210",6
"3640","968883559804137473",1
"3641","968880383306674176",0
"3642","968875786710192128",9
"3643","968871814117117956",1
"3644","968870820041945089",7
"3645","968866812753563648",3
"3646","968866723716886529",13
"3647","968863841919602689",11
"3648","968862617245769728",8
"3649","968857766029922307",12
"3650","968856219908702209",8
"3651","968853946696634369",0
"3652","968853247204249600",0
"3653","968853239901892608",5
"3654","968852071196909570",2
"3655","968850160674594816",1
"3656","968849914502492160",5
"3657","968849682716905473",19
"3658","968848549042585600",4
"3659","968846946373906436",2
"3660","968844100140130304",8
"3661","968841419254390784",1
"3662","968840413921587201",0
"3663","968839755352952832",5
"3664","968832577309151233",0
"3665","968831766151786496",3
"3666","968829285019533312",0
"3667","968828928327430149",2
"3668","968828071418712064",0
"3669","968825841441439744",3
"3670","968825452558274561",5
"3671","968824058535202817",8
"3672","968823792679100417",8
"3673","968817102651035648",1
"3674","968812678847303680",5
"3675","968812176931807232",1
"3676","968811990872481792",12
"3677","968811666094903297",8
"3678","968791760691449856",3
"3679","968785565532422147",12
"3680","968780371730018304",0
"3681","968776538043789312",0
"3682","968773291916787715",0
"3683","968773076841312258",5
"3684","968769436286177280",9
"3685","968769322670837760",0
"3686","968763896122265607",0
"3687","968762555719192576",7
"3688","968757772073472005",2
"3689","968753126441353216",0
"3690","968749527053291520",5
"3691","968740978751430656",0
"3692","968740378047385601",12
"3693","968738510055313409",1
"3694","968715922432233473",0
"3695","968715726516301824",0
"3696","968715308142878722",0
"3697","968714695262769155",0
"3698","968714309244243968",0
"3699","968713656182693889",0
"3700","968712747558023169",0
"3701","968701792686104578",0
"3702","968701364112101376",0
"3703","968691439956844545",2
"3704","968690718276571137",1
"3705","968673535383175169",4
"3706","968670480830836736",0
"3707","968667082043768832",1
"3708","968665409103708160",0
"3709","968663220339736578",6
"3710","968661638193741825",0
"3711","968660069842763776",2
"3712","968659586994593792",3
"3713","968659042116784129",0
"3714","968656132288937984",0
"3715","968655510219165698",1
"3716","968653780416892929",10
"3717","968653285421961216",1
"3718","968647419813646336",10
"3719","968646659088494592",0
"3720","968636940609310720",6
"3721","968636112897003520",3
"3722","968624472918863872",9
"3723","968624285915824129",0
"3724","968618698520104960",7
"3725","968615738167742464",1
"3726","968615727056891905",0
"3727","968614850053246976",4
"3728","968613973284327426",7
"3729","968612205859131393",0
"3730","968610817666101248",1
"3731","968606176425455627",9
"3732","968605776494305280",1
"3733","968605175899410433",4
"3734","968603624334155778",5
"3735","968602860761075713",0
"3736","968598225967026176",1
"3737","968593593668485120",1
"3738","968592945908670464",5
"3739","968584851745136651",0
"3740","968582582341373953",5
"3741","968581979838074881",0
"3742","968578375328698374",3
"3743","968577855377629184",3
"3744","968577404234027008",3
"3745","968572732525961216",1
"3746","968571842406633478",0
"3747","968571002010656769",110
"3748","968568002286321664",1
"3749","968566795962605568",4
"3750","968565282812956675",16
"3751","968564754016100353",0
"3752","968564402306863104",0
"3753","968563459750334465",5
"3754","968562932022988800",0
"3755","968562039869333504",1
"3756","968561657336143872",0
"3757","968560408897490945",0
"3758","968555092864454656",12
"3759","968554390167674881",1
"3760","968554003192836096",4
"3761","968551358612803584",0
"3762","968549209371758593",0
"3763","968549012277288960",0
"3764","968548221588033538",7
"3765","968546907130822657",5
"3766","968546638963859456",1
"3767","968546263762337792",10
"3768","968540686302810113",5
"3769","968539687521570817",1
"3770","968539542973186048",3
"3771","968537172629311489",0
"3772","968535040010457088",4
"3773","968534151866605568",16
"3774","968531184014655489",5
"3775","968530800911241216",1
"3776","968530469766737922",4
"3777","968527442779492357",5
"3778","968526484934725633",0
"3779","968522652733378560",1
"3780","968520258825863168",4
"3781","968519001360908288",4
"3782","968516894746652673",6
"3783","968508742869405698",3
"3784","968505238066929664",0
"3785","968501384143351809",0
"3786","968500635665686528",7
"3787","968497369565290496",15
"3788","968495597039833089",4
"3789","968493386125758470",6
"3790","968489567891402752",0
"3791","968486505965674497",3
"3792","968483899302137857",1
"3793","968483357066592256",3
"3794","968478537337528321",4
"3795","968476102061641729",4
"3796","968474811088424960",78
"3797","968474049734217729",11
"3798","968468940228890629",0
"3799","968468049018974208",4
"3800","968452154309660672",2
"3801","968450714719739905",0
"3802","968450581688913920",0
"3803","968449371892322304",9
"3804","968447412581761024",0
"3805","968447213159440384",1
"3806","968446479802171392",2
"3807","968443225966071808",0
"3808","968443166478225408",0
"3809","968440269443076096",1
"3810","968439996003831808",17
"3811","968435674226548736",2
"3812","968435425047138309",7
"3813","968434653181947904",7
"3814","968434241183903744",4
"3815","968428974979407872",5
"3816","968428243031228416",7
"3817","968418757340160001",1
"3818","968405534410817536",9
"3819","968404569309892608",0
"3820","968400404248776705",9
"3821","968396120018837504",0
"3822","968396066449252352",8
"3823","968395787406336000",3
"3824","968394599424233472",8
"3825","968392911791575040",0
"3826","968387376778227713",3
"3827","968386188217405441",9
"3828","968368483363934209",8
"3829","968367772693680128",1
"3830","968345148164845568",0
"3831","968339319776858113",0
"3832","968338933749776385",0
"3833","968338498553040897",0
"3834","968338232881614849",0
"3835","968337746669572096",0
"3836","968336816406441988",0
"3837","968336541801172995",2
"3838","968336258530533379",0
"3839","968335687652200448",0
"3840","968335369396740096",0
"3841","968334353590874112",0
"3842","968332822489518081",0
"3843","968332214831341568",0
"3844","968327915405565953",2
"3845","968318834116509696",0
"3846","968316641619652614",2
"3847","968309064261304320",0
"3848","968302348887044096",7
"3849","968292587760242689",1
"3850","968284513938886656",12
"3851","968273968586256385",15
"3852","968267717399719936",3
"3853","968266987901276160",2
"3854","968260222417539072",16
"3855","968251908795326465",12
"3856","968241741836021766",2
"3857","968230073487777792",0
"3858","968229946874359808",0
"3859","968224184710189056",0
"3860","968224021140660224",8
"3861","968214089087332352",3
"3862","968208881221554178",1
"3863","968208861856280576",0
"3864","968207886865203200",0
"3865","968206517848682498",0
"3866","968206147487346688",22
"3867","968204067158872064",9
"3868","968202909803462656",7
"3869","968201779614769152",1
"3870","968201374122041345",16
"3871","968200279173844994",1
"3872","968198687884238849",1
"3873","968198241874595841",5
"3874","968194200046129153",25
"3875","968192366619385856",10
"3876","968190843004780546",11
"3877","968187116395159553",10
"3878","968183631813345280",14
"3879","968181429317271552",1
"3880","968180997069078531",14
"3881","968174182138896386",4
"3882","968173673856212992",0
"3883","968172693198602242",0
"3884","968168796803485703",1
"3885","968164386245406724",0
"3886","968164384945180673",13
"3887","968158310636531712",0
"3888","968158260514709504",4
"3889","968153684730368001",2
"3890","968149477025566720",2
"3891","968148497143758853",0
"3892","968146928461479936",1
"3893","968145472379654145",27
"3894","968143684247130114",1
"3895","968139373245018114",1
"3896","968138593955803136",6
"3897","968129508745326593",0
"3898","968127602715217920",10
"3899","968127519416356864",1
"3900","968126345447464960",1
"3901","968126060524134401",8
"3902","968125713600663552",1
"3903","968123530960363521",6
"3904","968116639177768962",0
"3905","968114080019083264",3
"3906","968112268885086209",5
"3907","968107636653772800",8
"3908","968104967541321728",8
"3909","968102990908403712",1
"3910","968095447397974016",0
"3911","968089892688457730",0
"3912","968088894569959424",8
"3913","968081839981256704",4
"3914","968075339556630529",6
"3915","968072403191586816",31
"3916","968062316682948609",0
"3917","968055054874959872",8
"3918","968037074099212291",4
"3919","968033506755411968",1
"3920","968029611752853504",4
"3921","967979511487713281",1
"3922","967975585967366144",0
"3923","967952325338951680",1
"3924","967948973142093825",15
"3925","967946984626802688",0
"3926","967939948518281216",5
"3927","967937586282016768",0
"3928","967932197473804289",0
"3929","967924937586593792",0
"3930","967923522508075008",0
"3931","967921777220423680",0
"3932","967919966417752064",0
"3933","967918681756979200",0
"3934","967913840196444160",1
"3935","967881427512647681",13
"3936","967867751904759808",7
"3937","967861792050466816",5
"3938","967856079337132033",2
"3939","967854549930250241",0
"3940","967851189021888513",1
"3941","967841660188135429",1
"3942","967822918083375107",0
"3943","967821655790759936",10
"3944","967811819967537153",10
"3945","967797823944216576",9
"3946","967794569546027010",4
"3947","967785009770790913",4
"3948","967707839715258369",8
"3949","967696381132623872",2
"3950","967693871483408384",1
"3951","967625692123926528",2
"3952","967564397739732993",9
"3953","967537926132371456",3
"3954","967511125024755713",3
"3955","967484989712420864",0
"3956","967481277044502528",1
"3957","967474269323255813",0
"3958","967431399962705921",2
"3959","967430837737201667",0
"3960","967428316327239680",15
"3961","967419716854779904",2
"3962","967417884141146114",0
"3963","967417604552962048",2
"3964","967416751901347842",2
"3965","967412931523571712",2
"3966","967411590873145344",2
"3967","967397709710848005",9
"3968","967386821855535104",0
"3969","967360960842424320",1
"3970","967349494932221952",0
"3971","970930533856407552",2
"3972","970868853684125696",5
"3973","970864882831642624",1
"3974","970864076799795203",92
"3975","970826509748527104",0
"3976","970826482468769792",0
"3977","970825038214713351",3
"3978","970821446825054208",11
"3979","970790646909939715",2
"3980","970787127561777157",1
"3981","970756192380301313",4
"3982","970753520180781056",11
"3983","970752161285013505",3
"3984","970742656245514240",4
"3985","970736111151562752",4
"3986","970736101043269632",6
"3987","970736087520886789",3
"3988","970721066514464768",4
"3989","970719964930936833",1
"3990","970719492245368832",8
"3991","970719118361026560",2
"3992","970718907219742720",6
"3993","970715717099278336",3
"3994","970713953948000257",4
"3995","970712757631795202",7
"3996","970712078951571458",2
"3997","970710171457675265",3
"3998","970710030164152321",2
"3999","970708029992681473",5
"4000","970705718876585984",6
"4001","970704973121097728",2
"4002","970704334794186752",2
"4003","970703178936340480",3
"4004","970702953978867712",5
"4005","970702631185403907",2
"4006","970701200399060992",3
"4007","970697912828141568",17
"4008","970696004415774720",5
"4009","970695540810792961",5
"4010","970692842157821953",5
"4011","970690143077113858",13
"4012","970689584312053760",7
"4013","970688109389271042",15
"4014","970682009612931074",1
"4015","970680083189923840",7
"4016","970675549684219905",5
"4017","970669624403677185",1
"4018","970668255575764993",2
"4019","970668034539978755",10
"4020","970660239891681280",2
"4021","970659456647417856",0
"4022","970640107563900931",0
"4023","970638582061953025",1
"4024","970636308803674112",3
"4025","970613433648414720",0
"4026","970605463736913921",2
"4027","970599801485185024",0
"4028","970578503749046272",1
"4029","970521683776950276",0
"4030","970518531883151360",10
"4031","970498838346784770",2
"4032","970466657255780353",0
"4033","970466645096443906",0
"4034","970433111946334210",0
"4035","970422987060019203",2
"4036","970384994643382272",2
"4037","970364166660939777",0
"4038","970354979667087361",5
"4039","970347383669297152",2
"4040","970347373384826880",0
"4041","970347362748129282",0
"4042","970347350404321281",0
"4043","970347339612336128",1
"4044","970345722758516736",2
"4045","970345709517099008",1
"4046","970345696560844800",2
"4047","970299840033972224",0
"4048","970296850443063298",2
"4049","970295097379250177",5
"4050","970294667425304577",1
"4051","970289947558207488",1
"4052","970289552618328065",1
"4053","970283540221976576",0
"4054","970281049916936192",0
"4055","970279105278210048",8
"4056","970275323232301056",2
"4057","970269642886434816",1
"4058","970254724820885505",6
"4059","970254290324480000",1
"4060","970253828913328128",0
"4061","970252952849043456",0
"4062","970252735349174273",0
"4063","970252058308816896",1
"4064","970251414856519680",6
"4065","970250954745446400",7
"4066","970249891904618497",2
"4067","970247983123128321",1
"4068","970240229838872577",14
"4069","970239958387654656",7
"4070","970239847985270784",5
"4071","970239747879776256",3
"4072","970239632054128640",3
"4073","970239547824050177",3
"4074","970239391875719169",3
"4075","970239118302220289",3
"4076","970238653497823232",3
"4077","970238496114962432",3
"4078","970238328418263040",3
"4079","970234439325413376",8
"4080","970233637386977281",0
"4081","970225762673586176",2
"4082","970224147048562689",0
"4083","970220512663232512",0
"4084","970208541964414977",0
"4085","970206791295471616",3
"4086","970189543407308800",6
"4087","970180858471747585",3
"4088","970180645426225153",1
"4089","970180534969290752",1
"4090","970178799676555264",3
"4091","970175243171098631",15
"4092","970173855376408576",1
"4093","970163333075648512",0
"4094","970154856886493184",0
"4095","970153189298311168",3
"4096","970149464248897537",4
"4097","970143666458251264",7
"4098","970143606030897152",2
"4099","970138108556644352",9
"4100","970137665159938048",2
"4101","970133285610369025",0
"4102","970133173861519360",0
"4103","970132157065846784",0
"4104","970127230557933569",0
"4105","970127127591968768",4
"4106","970126295626641409",0
"4107","970122763175374848",7
"4108","970121666255835136",3
"4109","970111435811438592",0
"4110","970110683923795968",1
"4111","970110245623205893",8
"4112","970109933361475585",0
"4113","970109750456221696",37
"4114","970088241092349952",3
"4115","970085797578838016",26
"4116","970084453455458304",1
"4117","970083546839814144",19
"4118","970083347325116416",1
"4119","970081534601555968",0
"4120","970080444208336897",12
"4121","970080422674628608",3
"4122","970079786931576832",0
"4123","970078945885544448",0
"4124","970078229192216577",2
"4125","970078021930676225",3
"4126","970077008884584449",11
"4127","970076781142298624",0
"4128","970076581736611840",14
"4129","970075928545103876",0
"4130","970073952004526080",1
"4131","970072510707453952",1
"4132","970071968828542976",0
"4133","970070205744517120",4
"4134","970070139751358465",2
"4135","970068880679952384",1
"4136","970067547923116035",17
"4137","970065779961028609",3
"4138","970065074575630336",1
"4139","970064539826966529",0
"4140","970063319779422208",4
"4141","970063139508248577",2
"4142","970062641367576577",2
"4143","970062018022690818",2
"4144","970061586508349440",21
"4145","970061209641811968",2
"4146","970061111520321537",2
"4147","970060976430243840",0
"4148","970060331329445888",23
"4149","970060326199808001",4
"4150","970060134004162560",0
"4151","970059786178977798",35
"4152","970059240382652416",2
"4153","970058732368551936",3
"4154","970058666777960448",0
"4155","970058122978058240",1
"4156","970057716315099136",10
"4157","970057227758260224",0
"4158","970057096757698561",2
"4159","970056509773303813",3
"4160","970056314423570432",1
"4161","970055915260047362",4
"4162","970055163024216064",3
"4163","970054962247094273",2
"4164","970054854138843136",8
"4165","970054338289848327",0
"4166","970053703771348999",0
"4167","970053532702388225",6
"4168","970053447457431553",4
"4169","970053040651886592",1
"4170","970053020208848902",4
"4171","970052446201540613",0
"4172","970051403384320001",5
"4173","970050468004188160",0
"4174","970050439155773442",1
"4175","970050279327567872",3
"4176","970048803129774080",0
"4177","970048671436881920",1
"4178","970048141448941571",0
"4179","970046031474937858",2
"4180","970045993440940035",1
"4181","970045873790115843",3
"4182","970045683091767306",8
"4183","970045396423790593",5
"4184","970044896475320325",1
"4185","970044804162899969",0
"4186","970044661770407937",3
"4187","970044653130141696",0
"4188","970044528815112192",2
"4189","970044393548853248",0
"4190","970044232642768897",4
"4191","970044043051831296",1
"4192","970043637298954240",0
"4193","970042826867306496",0
"4194","970042753609535488",0
"4195","970042347043065857",1
"4196","970042099218419714",4
"4197","970041633600425984",2
"4198","970041052894810112",2
"4199","970040359794479110",0
"4200","970039949612474369",3
"4201","970039240615780355",2
"4202","970038781024796672",0
"4203","970038546814918665",0
"4204","970037950208790528",4
"4205","970037885448675331",9
"4206","970037825667239936",2
"4207","970036602549493761",2
"4208","970036458227666946",0
"4209","970036395443146752",0
"4210","970036001891651585",1
"4211","970035739143622656",9
"4212","970035158555549696",1
"4213","970035117627502596",4
"4214","970034280586973184",4
"4215","970033571728707586",1
"4216","970032245057769474",0
"4217","970031623532986374",0
"4218","970031343865393152",3
"4219","970031055406321665",2
"4220","970030858563411968",0
"4221","970030456027705346",4
"4222","970029844368064512",2
"4223","970029843835510785",3
"4224","970028829015232519",0
"4225","970027162496569346",0
"4226","970027072847597569",2
"4227","970026423279849472",1
"4228","970026273819918336",0
"4229","970026169973305344",9
"4230","970024775992168449",5
"4231","970024440883916800",0
"4232","970024167520206853",0
"4233","970023093740756992",2
"4234","970021862909542400",1
"4235","970021067099115520",0
"4236","970020322807336961",18
"4237","970017921702514689",4
"4238","970017812772261892",4
"4239","970017782854275072",0
"4240","970016241653047297",2
"4241","970015942624399361",0
"4242","970015562238775297",4
"4243","970015260215267328",5
"4244","970015067398864903",21
"4245","970014958116368384",3
"4246","970014384134279169",5
"4247","970014193372942336",14
"4248","970014088158998528",1
"4249","970013454974164992",9
"4250","970012213380632577",0
"4251","970011571412848640",24
"4252","970011278180728833",0
"4253","970010958193143808",3
"4254","970010592978374656",6
"4255","970010418704941056",1
"4256","970010301881085953",3
"4257","970010118854234112",4
"4258","970009490929213441",0
"4259","970008507650138115",8
"4260","970008005277339648",2
"4261","970007320292978690",0
"4262","970006624583798784",0
"4263","970006582619770887",1
"4264","970005481975681024",1
"4265","970004671015374849",6
"4266","970004581651566592",0
"4267","970004539951771649",17
"4268","970004461971062785",18
"4269","970003927683956736",4
"4270","970003376976158720",1
"4271","970003297212956672",6
"4272","970003218448166914",0
"4273","970002617244905472",0
"4274","970002166487404544",1
"4275","970001656111824896",6
"4276","970001490197786626",14
"4277","970001416726155265",0
"4278","970001129571606529",5
"4279","969999742104231936",1
"4280","969998697328078848",1
"4281","969997869603270657",0
"4282","969997864733732864",0
"4283","969997614526627841",6
"4284","969997611905306624",4
"4285","969997349434150913",33
"4286","969997110199439361",0
"4287","969996936169295872",6
"4288","969996882339606528",2
"4289","969996723664941056",2
"4290","969996262111145984",5
"4291","969996136554618880",1
"4292","969995856895270913",3
"4293","969995823315431424",0
"4294","969995467361804289",1
"4295","969995322616360962",2
"4296","969994945942695936",6
"4297","969994921452232704",2
"4298","969994844021063680",2
"4299","969994561056624640",3
"4300","969994370937180161",2
"4301","969994175104954368",8
"4302","969994173934956545",3
"4303","969994131954167809",4
"4304","969994110022057986",5
"4305","969994033845166081",5
"4306","969993771969662976",0
"4307","969993029351297024",5
"4308","969992033904492545",5
"4309","969991915402907649",1
"4310","969991108490080256",4
"4311","969991089573781505",5
"4312","969990670114009088",3
"4313","969990462869303296",4
"4314","969990271072178176",1
"4315","969989866455904257",0
"4316","969989825582583808",0
"4317","969989704933404673",3
"4318","969989554005594112",4
"4319","969989313894199296",0
"4320","969989052366811137",16
"4321","969988960893198336",5
"4322","969988931394600961",6
"4323","969988598127788032",2
"4324","969988276374376454",0
"4325","969987014341914624",0
"4326","969986737081548800",8
"4327","969986511591665665",0
"4328","969986501256892416",7
"4329","969986119839485954",0
"4330","969986089346912259",0
"4331","969985139932573698",14
"4332","969984901310279682",2
"4333","969984494630526977",4
"4334","969984151716732934",9
"4335","969983901384011776",0
"4336","969983756542103552",4
"4337","969983491289972736",4
"4338","969983329251528709",1
"4339","969982558346739712",10
"4340","969982516936527872",0
"4341","969982486070595585",0
"4342","969982044288770048",3
"4343","969982028941811713",3
"4344","969981341134712834",20
"4345","969981323245998080",0
"4346","969981158992764928",0
"4347","969981116244520960",0
"4348","969981092060188672",3
"4349","969980811931017219",6
"4350","969980761259610113",2
"4351","969980723129036800",2
"4352","969979968364015616",1
"4353","969979597583540225",5
"4354","969979152144183296",1
"4355","969979118120046597",3
"4356","969978448797159425",4
"4357","969978140801077249",0
"4358","969977581410881536",2
"4359","969977103180550144",0
"4360","969977010159308800",1
"4361","969976949463494657",1
"4362","969976740020973568",0
"4363","969976712456036354",0
"4364","969976340219924480",2
"4365","969976190369804288",0
"4366","969976161207021568",0
"4367","969975953945513984",1
"4368","969975802896044033",3
"4369","969975750194614274",5
"4370","969975627783819265",3
"4371","969975626798157825",0
"4372","969975600151711745",0
"4373","969975564558888960",0
"4374","969975160429301762",5
"4375","969975149947650048",4
"4376","969975051834544128",0
